,Year,Date,District,Address,Building,Cause
3333,2006,03-13,Cheung Sha Wan,Fung Lam House,So Uk Estate,85 year old female was found dead under cold weather
3334,2006,03-08,Mong Kok,Kiu Ming Bldg,Kiu Ming Building,Middle aged female burnt charcoal due to relationship problem
3335,2006,03-07,Ho Man Tin,16/F Sun Man House,Oi Man Estate,Female lost her balance and fell from the building
3336,2006,03-07,Tuen Mun,Block 2 Phase 2 Tuen Mun Town Plaza,Tuen Mun Town Plaza,male burnt charcoal due to financial problem
3337,2006,03-04,Siu Sai Wan,37/F Shui Tai House,Siu Sai Wan Estate,male burnt charcoal due to financial problem
3338,2006,03-03,Kwai Chung,On King House,Lai King Estate,Old female was found dead
3339,2006,03-01,Chai Wan,Block 6 New Jade Garden,New Jade Garden,Middle aged male burnt charcoal
3340,2006,02-28,Mong Kok,Sun Hing Bldg,Sun Hing Bldg,Female was died of drugs overdose
3341,2006,02-28,Shatin,20/F Fu Shing House,Fung Shing Court,Victim jumped off the building
3342,2006,02-27,Tsuen Wan,27/F hoi Wai Mansion,Riviera Gardens,Old male with cancer jumped off the building
3343,2006,02-24,Mong Kok,20/F Yan On Bldg,Yan On Building,Old female with mental disorder jumped off the building
3344,2006,02-22,Hung Hom,Hung Lee Court,Hung Hom Bay Centre,Young male burnt charcoal due to unemployment and relationship problem
3345,2006,02-20,Fanling,Rm 34x7 Hong Ming House,Wah Ming Estate,Male suspect of robbery fell from the building
3346,2006,02-13,Yau Ma Tei,Good Luck House,Good Luck House,Young girl was found dead
3347,2006,02-08,Ho Man Tin,9/F Richland House,Richland House,Female jumped off the building due to health problem
3348,2006,02-07,Kwun Tong,11/F Tin Kam House,Shun Tin Estate,83 year old male jumped off the building
3349,2006,02-02,Ngau Tau Kok,Ngau Tau Kok Lower Estate,Ngau Tau Kok Estate,Female lost her balance and fell from the building
3350,2006,02-02,Tin Shui Wai,13/F Block 5 Kenswood Court,Kingswood Villa,Male fell off the building be accident
3351,2006,02-01,Wong Tai Sin,21/F Lung Wing House,Wong Tai Sin Estate,Female jumped off the building
3352,2006,01-27,Yuen Long,Gold Field Villa,Gold Field Villa,Female burnt charcoal
3353,2006,01-25,Sham Shui Po,"5/F 273, Castle Peak Road",,male burnt charcoal due to financial problem
3354,2006,01-25,Tin Shui Wai,Tin Yan Estate,Tin Yan Estate,Young victim burnt charcoal
3355,2006,01-23,Sham Shui Po,"Shing To Bldg 32, Tai Po Road",Shing To Building,Female burnt charcoal due to relationship problem
3356,2006,01-21,Diamond Hill,23/F Lung Shan House,Lung Poon Court,Old female jumped off the building due to health problem
3357,2006,01-15,Cheung Sha Wan,10/F Camella House,So Uk Estate,Victim with mental disorder jumped off the building
3358,2006,01-13,Ma On Shan,Block 4 Villa Athena,Villa Athena,Senior jumped off the building
3359,2006,01-12,Kwun Tong,Tsui Nam House,Tsui Ping Estate,Female hanged herself
3360,2006,01-12,Shatin,25/F Hok Sum House,Lung Hang Estate,Senior hanged himself
3361,2006,01-08,Kwai Fong,Kwai Tai House,Kwai Fong Estate,Senior was found dead due to cold weather
3362,2006,01-08,Tin Shui Wai,Wah Yau House,Tin Wah Estate,Male with mental disorder jumped off the building
3363,2006,01-07,Sham Shui Po,"A4 3, Pei Ho Street",,Old male was burnt to death
3364,2006,01-07,Tai Po,15/F Block 18 Phase 2 Serenity Park,Serenity Park,Middle aged male jumped off the building due to work pressure
3365,2006,01-03,Tai Kok Tsui,Blk 6 Metro Harbour View,Metro Harbour View,Female burnt charcoal
3366,2006,01-03,Tuen Mun,Ting Lung House,On Ting Estate,Young male was found dead
3367,2006,01-01,Wong Tai Sin,13/F Hing Tung House,Tung Tau Estate,Old female was choked on food and died
3368,2005,12-29,Tsz Wan Shan,,,
3369,2005,12-28,Tin Shui Wai,,,
3370,2005,12-26,Yau Ma Tei,,,
3371,2005,12-24,Tsuen Wan,,,
3372,2005,12-24,Tin Shui Wai,,,
3373,2005,12-23,Wong Tai Sin,,,
3374,2005,12-19,Tin Shui Wai,,,
3375,2005,12-18,North Point,,,
3376,2005,12-18,Fanling,,,
3377,2005,12-16,Shatin,,,
3378,2005,12-15,Tin Shui Wai,,,
3379,2005,12-13,Sai Wan,,,
3380,2005,12-10,Wong Tai Sin,,,
3381,2005,12-09,Quarry Bay,,,
3382,2005,12-09,Taikoo Shing,,,
3383,2005,12-07,Sai Wan,,,
3384,2005,12-07,Hung Hom,,,
3385,2005,12-06,Tsuen Wan,,,
3386,2005,12-03,Tuen Mun,,,
3387,2005,12-02,Ma On Shan,,,
3388,2005,11-29,Tin Shui Wai,,,
3389,2005,11-23,Shatin,,,
3390,2005,11-22,Tuen Mun,,,
3391,2005,11-21,Central,,,
3392,2005,11-14,Shek Kip Mei,,,
3393,2005,11-14,Kowloon City,,,
3394,2005,11-11,Tuen Mun,,,
3395,2005,11-04,Kwai Fong,,,
3396,2005,11-01,Kowloon Tong,,,
3397,2005,10-30,Mong Kok,,,
3398,2005,10-27,To Kwa Wan,,,
3399,2005,10-27,Tsing Yi,,,
3400,2005,10-25,Tin Shui Wai,,,
3401,2005,10-24,Yau Ma Tei,,,
3402,2005,10-22,Wong Tai Sin,,,
3403,2005,10-16,Tai Wo,,,
3404,2005,10-15,Taikoo Shing,"15/F Luen Wo Apartment 308, Electric Road",Luen Wo Apartment,Old female jumped off the building due to health problem
3405,2005,10-13,Mong Kok,,,
3406,2005,10-11,Tuen Mun,,,
3407,2005,10-08,Tuen Mun,,,
3408,2005,10-08,Tuen Mun,,,
3409,2005,10-07,Wan Chai,,,
3410,2005,10-07,Tuen Mun,,,
3411,2005,10-06,Shatin,,,
3412,2005,10-05,Cheung Sha Wan,,,
3413,2005,10-04,Cheung Sha Wan,,,
3414,2005,10-03,Tuen Mun,,,
3415,2005,10-01,Central,,,
3416,2005,10-01,Tin Shui Wai,,,
3417,2005,09-29,Kwai Chung,,,
3418,2005,09-21,Causeway Bay,,,
3419,2005,09-21,Tsz Wan Shan,,,
3420,2005,09-21,Kwai Chung,,,
3421,2005,09-21,Yuen Long,,,
3422,2005,09-12,Yau Tong,,,
3423,2005,09-11,Tuen Mun,,,
3424,2005,09-08,Sai Wan,,,
3425,2005,09-08,Tuen Mun,,,
3426,2005,09-07,North Point,,,
3427,2005,09-05,Tin Shui Wai,,,
3428,2005,09-03,Tsuen Wan,,,
3429,2005,08-30,Kowloon City,,,
3430,2005,08-29,Sham Shui Po,,,
3431,2005,08-27,Tuen Mun,,,
3432,2005,08-10,Heng Fa Chuen,,,
3433,2005,08-10,Tsuen Wan,,,
3434,2005,08-09,Tsing Yi,,,
3435,2005,08-09,Tuen Mun,,,
3436,2005,08-06,Sham Tseng,Flat D Tower 6 Harbour Green Hoi Fai Road,Harbour Green,Female burnt charcoal
3437,2005,08-02,Aberdeen,,,
3438,2005,08-02,Wong Tai Sin,,,
3439,2005,07-31,Ngau Tau Kok,,,
3440,2005,07-29,Sheung Wan,,,
3441,2005,07-29,Tsuen Wan,,,
3442,2005,07-20,Tuen Mun,,,
3443,2005,07-19,Tsuen Wan,,,
3444,2005,07-17,Ma On Shan,,,
3445,2005,07-15,Tsing Yi,,,
3446,2005,07-08,Prince Edward,,,
3447,2005,07-05,Mong Kok,,,
3448,2005,07-04,Mong Kok,,,
3449,2005,07-04,Tuen Mun,,,
3450,2005,07-03,Tai Kok Tsui,,,
3451,2005,07-03,Kowloon City,,,
3452,2005,06-27,Kwun Tong,,,
3453,2005,06-22,Kwai Chung,,,
3454,2005,06-20,North Point,,,
3455,2005,06-17,Tsz Wan Shan,,,
3456,2005,06-14,Wang Tau Hom,,,
3457,2005,06-13,Tai Po,,,
3458,2005,06-09,Repulse Bay,,,
3459,2005,06-06,Lam Tin,,,
3460,2005,06-06,Tin Shui Wai,,,
3461,2005,06-05,North Point,,,
3462,2005,06-04,San Po Kong,,,
3463,2005,06-03,Kwun Tong,,,
3464,2005,05-31,Shatin,,,
3465,2005,05-30,Sham Shui Po,,,
3466,2005,05-27,Shatin,20/F Tsui Mei House Tsui Ping Estate,Tsui Ping Estate,Male victim jumped off the building
3467,2005,05-26,Shau Kei Wan,,,
3468,2005,05-23,Aberdeen,,,
3469,2005,05-19,Mong Kok,"15/F Luen Wo Apartment 308, Electric Road",Luen Wo Apartment,Old female jumped off the building due to health problem
3470,2005,05-19,Tuen Mun,,,
3471,2005,05-18,Tuen Mun,,,
3472,2005,05-17,Sai Wan,,,
3473,2005,05-17,Yau Ma Tei,,,
3474,2005,05-16,Tin Shui Wai,,,
3475,2005,05-15,Tai Wai,,,
3476,2005,05-14,Yuen Long,,,
3477,2005,05-13,Kwai Chung,,,
3478,2005,05-13,Tin Shui Wai,,,
3479,2005,05-09,Tai Po,,,
3480,2005,05-06,Kwai Chung,,,
3481,2005,05-02,To Kwa Wan,,,
3482,2005,04-30,Aberdeen,,,
3483,2005,04-27,Tseung Kwan O,,,
3484,2005,04-19,Quarry Bay,,,
3485,2005,04-18,Shek Kip Mei,,,
3486,2005,04-18,Tai Po,,,
3487,2005,04-16,Tuen Mun,,,
3488,2005,04-15,Jardine's Lookout,,,
3489,2005,04-11,Kwun Tong,,,
3490,2005,04-10,Tuen Mun,,,
3491,2005,04-05,Sham Shui Po,,,
3492,2005,04-01,North Point,,,
3493,2005,03-26,Hung Hom,,,
3494,2005,03-23,Shek Kip Mei,,,
3495,2005,03-14,Wong Tai Sin,,,
3496,2005,03-14,Kwun Tong,,,
3497,2005,03-14,Kwai Fong,,,
3498,2005,03-13,Taikoo Shing,"15/F Luen Wo Apartment 308, Electric Road",Luen Wo Apartment,Old female jumped off the building due to health problem
3499,2005,03-10,Aberdeen,,,
3500,2005,03-04,To Kwa Wan,,,
3501,2005,03-03,Tin Shui Wai,,,
3502,2005,02-28,Tsim Sha Tsui,,,
3503,2005,02-27,Kwun Tong,,,
3504,2005,02-27,Tuen Mun,,,
3505,2005,02-22,Ho Man Tin,,,
3506,2005,02-21,Wong Tai Sin,,,
3507,2005,02-20,Happy Valley,,,
3508,2005,02-20,Tai Kok Tsui,,,
3509,2005,02-19,Tuen Mun,,,
3510,2005,02-18,Tseung Kwan O,,,
3511,2005,02-17,Tseung Kwan O,,,
3512,2005,02-17,Shatin,,,
3513,2005,02-14,Tsuen Wan,,,
3514,2005,02-10,Tseung Kwan O,,,
3515,2005,02-09,Tsz Wan Shan,,,
3516,2005,02-06,Tseung Kwan O,,,
3517,2005,02-01,Cheung Sha Wan,,,
3518,2005,02-01,Sham Shui Po,,,
3519,2005,01-31,Diamond Hill,,,
3520,2005,01-30,Kowloon Bay,,,
3521,2005,01-29,Quarry Bay,,,
3522,2005,01-23,Tuen Mun,,,
3523,2005,01-20,Shek Kip Mei,Lok Wong House Tzs Lok Estate,Tzs Lok Estate,Old woman hanged herself due to health problem
3524,2005,01-19,Tsing Yi,,,
3525,2005,01-18,Yuen Long,,,
3526,2005,01-15,Lok Fu,,,
3527,2005,01-12,Tsuen Wan,,,
3528,2005,01-11,Wong Tai Sin,,,
3529,2005,01-11,Wong Tai Sin,,,
3530,2005,01-09,Yuen Long,,,
3531,2005,01-08,Wan Chai,,,
3532,2005,01-05,Shek Kip Mei,,,
3533,2005,01-05,Ma On Shan,,,
3534,2005,01-02,Hung Hom,,,
3535,2005,01-02,Lam Tin,,,
3536,2005,01-02,Kwun Tong,,,
3537,2005,01-02,Kwai Chung,,,
3538,2005,01-01,Aberdeen,,,
3539,2005,01-01,Tsing Yi,,,
3540,2004,12-31,Shatin,,,
3541,2004,12-30,Aberdeen,,,
3542,2004,12-30,Kwun Tong,,,
3543,2004,12-30,Kwai Chung,,,
3544,2004,12-29,Sham Shui Po,,,
3545,2004,12-27,Tsim Sha Tsui,,,
3546,2004,12-27,Wang Tau Hom,,,
3547,2004,12-27,Tsuen Wan,,,
3548,2004,12-24,Wong Tai Sin,,,
3549,2004,12-24,Tsuen Wan,,,
3550,2004,12-23,Tuen Mun,,,
3551,2004,12-22,Tuen Mun,,,
3552,2004,12-20,Tai Wo,,,
3553,2004,12-20,Tai Po,,,
3554,2004,12-13,Fanling,,,
3555,2004,12-10,Tin Shui Wai,,,
3556,2004,12-07,Wang Tau Hom,,,
3557,2004,12-02,Shau Kei Wan,,,
3558,2004,12-02,Sai Wan,,,
3559,2004,11-30,North Point,,,
3560,2004,11-30,Tuen Mun,,,
3561,2004,11-27,Tseung Kwan O,,,
3562,2004,11-21,Tsing Yi,,,
3563,2004,11-21,Mui Wo,,,
3564,2004,11-18,Tsz Wan Shan,,,
3565,2004,11-17,Siu Sai Wan,,,
3566,2004,11-17,Mei Foo,,,
3567,2004,11-16,Mei Foo,,,
3568,2004,11-15,Shatin,,,
3569,2004,11-14,Shek Kip Mei,,,
3570,2004,11-12,Tai Po,,,
3571,2004,11-07,Tsuen Wan,,,
3572,2004,11-02,Kwun Tong,"15/F Luen Wo Apartment 308, Electric Road",Luen Wo Apartment,Old female jumped off the building due to health problem
3573,2004,10-29,Quarry Bay,,,
3574,2004,10-29,Sai Wan,,,
3575,2004,10-29,Yau Ma Tei,,,
3576,2004,10-29,Lam Tin,,,
3577,2004,10-28,Wan Chai,,,
3578,2004,10-27,Lam Tin,,,
3579,2004,10-26,Lam Tin,,,
3580,2004,10-26,Tseung Kwan O,,,
3581,2004,10-26,Tsuen Wan,,,
3582,2004,10-25,Tseung Kwan O,,,
3583,2004,10-25,Tin Shui Wai,,,
3584,2004,10-24,Wang Tau Hom,,,
3585,2004,10-18,Mei Foo,,,
3586,2004,10-17,Mei Foo,,,
3587,2004,10-11,Tuen Mun,,,
3588,2004,09-28,Taikoo Shing,,,
3589,2004,09-28,Tsz Wan Shan,,,
3590,2004,09-28,Sheung Shui,,,
3591,2004,09-24,Fanling,,,
3592,2004,09-23,Tuen Mun,,,
3593,2004,09-15,Tin Shui Wai,,,
3594,2004,09-11,Mong Kok,,,
3595,2004,09-05,Tuen Mun,,,
3596,2004,09-03,Quarry Bay,,,
3597,2004,08-29,Shek Kip Mei,"15/F Luen Wo Apartment 308, Electric Road",Luen Wo Apartment,Old female jumped off the building due to health problem
3598,2004,08-29,Tai Wo,,,
3599,2004,08-26,Mid-Levels,,,
3600,2004,08-25,Quarry Bay,,,
3601,2004,08-25,Taikoo Shing,,,
3602,2004,08-25,Cheung Sha Wan,,,
3603,2004,08-25,Kwai Chung,29/F Po Pak Court Po Ming Court,Po Ming Court,Middle aged male jumped off the building
3604,2004,08-21,Wong Tai Sin,,,
3605,2004,08-20,Ngau Tau Kok,,,
3606,2004,08-19,Ma On Shan,,,
3607,2004,08-17,Tai Kok Tsui,,,
3608,2004,08-16,Tai Po,,,
3609,2004,08-16,Tin Shui Wai,,,
3610,2004,08-11,Sheung Shui,,,
3611,2004,08-07,Tuen Mun,,,
3612,2004,07-31,Tseung Kwan O,,,
3613,2004,07-31,Tseung Kwan O,,,
3614,2004,07-28,Tsuen Wan,,,
3615,2004,07-28,Yuen Long,,,
3616,2004,07-24,Cheung Sha Wan,,,
3617,2004,07-23,Sai Wan,,,
3618,2004,07-18,Tsuen Wan,,,
3619,2004,07-16,Tai Wo,,,
3620,2004,07-13,Sai Wan Ho,,,
3621,2004,07-13,Shau Kei Wan,,,
3622,2004,07-11,Lok Fu,,,
3623,2004,07-09,Lam Tin,,,
3624,2004,07-09,Ngau Tau Kok,,,
3625,2004,07-09,Kowloon Bay,,,
3626,2004,07-08,Siu Sai Wan,,,
3627,2004,07-05,Ap Lei Chau,,,
3628,2004,07-05,Yau Ma Tei,,,
3629,2004,07-01,Wong Tai Sin,,,
3630,2004,06-24,Cheung Chau,,,
3631,2004,06-23,Yau Ma Tei,,,
3632,2004,06-19,Shatin,,,
3633,2004,06-18,Sham Shui Po,,,
3634,2004,06-18,Yuen Long,,,
3635,2004,06-17,Tuen Mun,,,
3636,2004,06-14,Lam Tin,,,
3637,2004,06-13,Mid-Levels,,,
3638,2004,06-11,Quarry Bay,,,
3639,2004,06-08,Tai Kok Tsui,,,
3640,2004,06-08,Shatin,,,
3641,2004,06-06,Siu Sai Wan,,,
3642,2004,06-06,Ap Lei Chau,,,
3643,2004,06-04,Ho Man Tin,,,
3644,2004,06-02,Shatin,,,
3645,2004,05-23,Siu Sai Wan,,,
3646,2004,05-19,Hung Hom,,,
3647,2004,05-19,Tin Shui Wai,,,
3648,2004,05-17,Pok Fu Lam,,,
3649,2004,05-17,Aberdeen,,,
3650,2004,05-17,Tseung Kwan O,,,
3651,2004,05-11,Sai Wan,,,
3652,2004,05-10,Shatin,,,
3653,2004,05-04,Shatin,"15/F Luen Wo Apartment 308, Electric Road",Luen Wo Apartment,Old female jumped off the building due to health problem
3654,2004,05-03,Cheung Chau,,,
3655,2004,04-27,Tsz Wan Shan,,,
3656,2004,04-27,Tsz Wan Shan,,,
3657,2004,04-22,Shatin,,,
3658,2004,04-22,Tin Shui Wai,,,
3659,2004,04-20,Wong Tai Sin,,,
3660,2004,04-19,Hung Hom,,,
3661,2004,04-17,Kwai Fong,,,
3662,2004,04-15,Tseung Kwan O,,,
3663,2004,04-14,Tai Wo,,,
3664,2004,04-13,Chai Wan,,,
3665,2004,04-12,Wang Tau Hom,,,
3666,2004,04-12,Lam Tin,,,
3667,2004,04-11,Tin Shui Wai,,,
3668,2004,04-09,Yau Ma Tei,,,
3669,2004,04-06,Tsuen Wan,,,
3670,2004,04-05,Tuen Mun,,,
3671,2004,03-25,North Point,"15/F Luen Wo Apartment 308, Electric Road",Luen Wo Apartment,Old female jumped off the building due to health problem
3672,2004,03-23,Wang Tau Hom,,,
3673,2004,03-22,Tsz Wan Shan,,,
3674,2004,03-21,Chai Wan,,,
3675,2004,03-21,Wan Chai,,,
3676,2004,03-19,Diamond Hill,,,
3677,2004,03-19,Tsuen Wan,,,
3678,2004,03-16,Tseung Kwan O,,,
3679,2004,03-15,Ngau Tau Kok,,,
3680,2004,03-15,Yuen Long,,,
3681,2004,03-14,Tai Po,,,
3682,2004,03-12,Mei Foo,,,
3683,2004,03-09,Wan Chai,,,
3684,2004,03-08,Tai Po,,,
3685,2004,03-05,Ngau Tau Kok,,,
3686,2004,03-05,Tai Po,,,
3687,2004,03-05,Fanling,,,
3688,2004,03-03,Siu Sai Wan,,,
3689,2004,03-02,Fanling,,,
3690,2004,03-02,Tuen Mun,,,
3691,2004,02-27,Aberdeen,,,
3692,2004,02-26,Sham Shui Po,,,
3693,2004,02-17,Tsing Yi,,,
3694,2004,02-16,Wong Tai Sin,,,
3695,2004,02-15,Central,,,
3696,2004,02-15,Mei Foo,,,
3697,2004,02-12,Ap Lei Chau,,,
3698,2004,02-10,Hung Hom,,,
3699,2004,02-10,Tin Shui Wai,,,
3700,2004,02-09,Kwun Tong,,,
3701,2004,02-08,Fanling,20/F Tsui Mei House Tsui Ping Estate,Tsui Ping Estate,Male victim jumped off the building
3702,2004,02-08,Yuen Long,,,
3703,2004,02-06,Sham Shui Po,,,
3704,2004,02-06,Tin Shui Wai,,,
3705,2004,02-04,Mong Kok,,,
3706,2004,02-02,Sai Wan,"15/F Luen Wo Apartment 308, Electric Road",Luen Wo Apartment,Old female jumped off the building due to health problem
3707,2004,02-02,Wong Tai Sin,,,
3708,2004,02-02,Fanling,,,
3709,2004,01-28,Shek Kip Mei,,,
3710,2004,01-28,Tuen Mun,,,
3711,2004,01-26,North Point,,,
3712,2004,01-25,Wong Tai Sin,,,
3713,2004,01-25,Kowloon Bay,,,
3714,2004,01-22,Kwun Tong,,,
3715,2004,01-20,Tin Shui Wai,,,
3716,2004,01-19,Siu Sai Wan,,,
3717,2004,01-19,Sai Ying Pun,,,
3718,2004,01-19,Lam Tin,,,
3719,2004,01-15,Quarry Bay,,,
3720,2004,01-15,Sai Wan Ho,,,
3721,2004,01-13,Yau Ma Tei,,,
3722,2004,01-12,Yau Ma Tei,,,
3723,2004,01-12,Fanling,,,
3724,2004,01-07,North Point,,,
3725,2004,01-02,Repulse Bay,,,
3726,2004,01-02,Sham Shui Po,,,
3727,2004,01-01,Yuen Long,,,
3728,2003,12-29,Lam Tin,,,
3729,2003,12-29,Ma On Shan,,,
3730,2003,12-29,Tuen Mun,,,
3731,2003,12-25,North Point,,,
3732,2003,12-25,Tin Shui Wai,,,
3733,2003,12-21,Shatin,,,
3734,2003,12-20,North Point,,,
3735,2003,12-20,Siu Sai Wan,,,
3736,2003,12-20,Aberdeen,,,
3737,2003,12-20,Happy Valley,,,
3738,2003,12-12,Sai Ying Pun,,,
3739,2003,12-09,To Kwa Wan,,,
3740,2003,12-08,Tuen Mun,,,
3741,2003,12-07,Tseung Kwan O,,,
3742,2003,12-05,Cheung Chau,,,
3743,2003,12-04,Mong Kok,,,
3744,2003,12-02,Sai Kung,,,
3745,2003,11-25,Sheung Shui,,,
3746,2003,11-23,Tai Hang,,,
3747,2003,11-23,To Kwa Wan,,,
3748,2003,11-20,Wong Tai Sin,,,
3749,2003,11-19,Fanling,,,
3750,2003,11-18,Mid-Levels West,,,
3751,2003,11-18,Sham Shui Po,,,
3752,2003,11-18,Fanling,,,
3753,2003,11-16,Tai Wai,,,
3754,2003,11-15,Wong Tai Sin,3/F Block 19 Shek Kip Mei Estate,Shek Kip Mei Estate,Old lady hanged herself due to health problem
3755,2003,11-15,Mui Wo,,,
3756,2003,11-14,Mong Kok,,,
3757,2003,11-13,Mong Kok,,,
3758,2003,11-13,Cheung Sha Wan,,,
3759,2003,11-10,Shau Kei Wan,,,
3760,2003,11-10,Tai Wo,,,
3761,2003,11-10,Tsuen Wan,,,
3762,2003,11-09,Kwai Chung,,,
3763,2003,11-08,Mong Kok,,,
3764,2003,11-07,Tuen Mun,,,
3765,2003,11-06,Tin Shui Wai,,,
3766,2003,11-03,Mong Kok,,,
3767,2003,11-03,Kwai Chung,,,
3768,2003,11-03,Tuen Mun,,,
3769,2003,11-02,Shau Kei Wan,,,
3770,2003,11-02,Tai Tam,,,
3771,2003,11-02,Sai Wan,,,
3772,2003,11-02,Kwun Tong,,,
3773,2003,11-01,North Point,,,
3774,2003,11-01,Tsuen Wan,,,
3775,2003,10-29,Tuen Mun,,,
3776,2003,10-28,Kwun Tong,,,
3777,2003,10-27,Causeway Bay,"15/F Luen Wo Apartment 308, Electric Road",Luen Wo Apartment,Old female jumped off the building due to health problem
3778,2003,10-23,Tuen Mun,,,
3779,2003,10-20,Siu Sai Wan,,,
3780,2003,10-20,Kowloon Bay,,,
3781,2003,10-17,Kwai Fong,,,
3782,2003,10-13,Tuen Mun,,,
3783,2003,10-12,Ap Lei Chau,,,
3784,2003,10-12,To Kwa Wan,,,
3785,2003,10-08,North Point,,,
3786,2003,10-08,Tsim Sha Tsui,,,
3787,2003,10-07,Ngau Tau Kok,,,
3788,2003,10-06,Tai Kok Tsui,20/F Tsui Mei House Tsui Ping Estate,Tsui Ping Estate,Male victim jumped off the building
3789,2003,10-03,Tseung Kwan O,,,
3790,2003,10-01,To Kwa Wan,,,
3791,2003,09-30,Tsuen Wan,,,
3792,2003,09-29,Yau Ma Tei,,,
3793,2003,09-29,Sham Shui Po,,,
3794,2003,09-29,Lok Fu,,,
3795,2003,09-28,Kowloon Bay,,,
3796,2003,09-27,Lam Tin,,,
3797,2003,09-22,Kowloon City,,,
3798,2003,09-22,Kowloon Bay,,,
3799,2003,09-20,Wong Tai Sin,,,
3800,2003,09-17,Tsuen Wan,,,
3801,2003,09-14,Kowloon Tong,,,
3802,2003,09-14,Wang Tau Hom,,,
3803,2003,09-14,Shatin,,,
3804,2003,09-12,Tuen Mun,,,
3805,2003,09-11,Hung Hom,,,
3806,2003,09-09,Wan Chai,,,
3807,2003,09-08,Yau Ma Tei,,,
3808,2003,09-01,Taikoo Shing,,,
3809,2003,08-31,Tuen Mun,,,
3810,2003,08-31,Tuen Mun,,,
3811,2003,08-30,Wan Chai,,,
3812,2003,08-27,Ap Lei Chau,,,
3813,2003,08-24,Tsuen Wan,,,
3814,2003,08-22,Yau Ma Tei,,,
3815,2003,08-15,Ngau Tau Kok,,,
3816,2003,08-12,Wong Tai Sin,,,
3817,2003,08-12,Tai Wai,,,
3818,2003,08-11,Yau Ma Tei,,,
3819,2003,08-09,Cheung Sha Wan,,,
3820,2003,08-07,Tseung Kwan O,,,
3821,2003,08-07,Tuen Mun,,,
3822,2003,08-05,Aberdeen,,,
3823,2003,08-05,Tseung Kwan O,,,
3824,2003,08-04,Shek Kip Mei,,,
3825,2003,08-01,Tsing Yi,,,
3826,2003,07-30,Sai Wan,,,
3827,2003,07-30,Ho Man Tin,,,
3828,2003,07-28,Admiralty,,,
3829,2003,07-28,Tsuen Wan,,,
3830,2003,07-24,Sai Wan Ho,30/F Block 3 Fu Ning Garden,Fu Ning Garden,Middle aged female jumped off the building
3831,2003,07-24,Sai Wan,,,
3832,2003,07-23,Central,,,
3833,2003,07-22,Sai Wan Ho,,,
3834,2003,07-21,Hung Hom,,,
3835,2003,07-21,Lam Tin,,,
3836,2003,07-20,Wong Tai Sin,,,
3837,2003,07-16,Ap Lei Chau,,,
3838,2003,07-16,Kwun Tong,,,
3839,2003,07-15,Lok Fu,,,
3840,2003,07-14,Tuen Mun,,,
3841,2003,07-06,Ngau Tau Kok,,,
3842,2003,07-05,Shatin,,,
3843,2003,07-03,Tsuen Wan,,,
3844,2003,07-01,Ho Man Tin,,,
3845,2003,07-01,Kwai Fong,,,
3846,2003,06-30,Tsuen Wan,,,
3847,2003,06-28,Taikoo Shing,,,
3848,2003,06-27,Tuen Mun,,,
3849,2003,06-26,Sheung Wan,,,
3850,2003,06-26,Jordan,,,
3851,2003,06-25,Tai Po,,,
3852,2003,06-23,Aberdeen,,,
3853,2003,06-21,Tsuen Wan,,,
3854,2003,06-20,Mong Kok,,,
3855,2003,06-20,Jordan,,,
3856,2003,06-18,Kowloon Tong,,,
3857,2003,06-17,Kwun Tong,,,
3858,2003,06-16,Tsuen Wan,,,
3859,2003,06-14,Tseung Kwan O,,,
3860,2003,06-11,Tai Po,,,
3861,2003,06-10,Tsing Yi,20/F Tsui Mei House Tsui Ping Estate,Tsui Ping Estate,Male victim jumped off the building
3862,2003,06-06,Tuen Mun,,,
3863,2003,06-05,Tuen Mun,,,
3864,2003,06-03,Tseung Kwan O,"15/F Luen Wo Apartment 308, Electric Road",Luen Wo Apartment,Old female jumped off the building due to health problem
3865,2003,06-03,Tuen Mun,,,
3866,2003,06-03,Tin Shui Wai,,,
3867,2003,06-02,Heng Fa Chuen,,,
3868,2003,06-02,Tai Tam,,,
3869,2003,06-02,Wan Chai,,,
3870,2003,06-02,Hung Hom,,,
3871,2003,06-02,Tuen Mun,,,
3872,2003,05-30,Taikoo Shing,,,
3873,2003,05-29,Ngau Tau Kok,,,
3874,2003,05-28,Yau Ma Tei,,,
3875,2003,05-28,Wong Tai Sin,15/F Yiu On House Yiu Tung Estate,Yiu Tung Estate,male with mental disorder jumped off the building
3876,2003,05-26,Taikoo Shing,,,
3877,2003,05-24,Tuen Mun,,,
3878,2003,05-22,Ho Man Tin,,,
3879,2003,05-21,Kwun Tong,,,
3880,2003,05-20,Diamond Hill,,,
3881,2003,05-20,Tai Po,,,
3882,2003,05-18,Kwun Tong,,,
3883,2003,05-18,Shatin,,,
3884,2003,05-17,Tsim Sha Tsui,,,
3885,2003,05-17,Tai Po,,,
3886,2003,05-10,Fanling,,,
3887,2003,05-09,Shatin,,,
3888,2003,05-08,Wong Tai Sin,,,
3889,2003,05-08,Tsuen Wan,,,
3890,2003,05-07,Mui Wo,,,
3891,2003,05-05,Mei Foo,"15/F Luen Wo Apartment 308, Electric Road",Luen Wo Apartment,Old female jumped off the building due to health problem
3892,2003,05-05,Tseung Kwan O,,,
3893,2003,05-01,Hung Hom,,,
3894,2003,04-29,North Point,,,
3895,2003,04-28,Sham Shui Po,,,
3896,2003,04-26,Tuen Mun,,,
